<<<<<<< HEAD
encoded_language,average_rating,ratings_count,text_reviews_count
5,3.75,488,38
5,3.97,20,3
5,4.5,4,0
5,4.01,120736,8549
4,3.51,55,9
5,4.18,127168,2801
5,4.07,34339,2061
5,4.07,1001671,19056
5,4.35,28254,196
5,3.84,12754,558
5,3.82,17881,593
4,3.87,3183,115
5,4.17,470858,15859
5,3.96,181,16
5,4.13,440,55
7,3.88,618,38
5,4.14,2583,183
5,3.68,878,9
5,4.29,244,17
21,3.66,50,5
5,3.63,52576,3332
4,4.05,34,10
5,4.05,154,12
5,3.88,16057,663
5,3.82,14545,652
3,3.95,666,72
21,3.95,3,0
5,3.97,20892,953
5,3.58,13,1
5,3.97,367,32
5,4.1,336,5
5,4.12,340,4
7,4.06,48,2
5,4.11,248,27
5,4.17,69153,6152
5,4.21,28,7
5,4.23,173022,5139
5,4.11,2102,282
3,4.11,529,59
5,3.8,2457092,43499
5,3.72,775,24
5,3.98,167157,4994
5,4.11,40629,1189
5,3.92,30012,797
5,3.99,1247221,20014
5,3.83,19668,1031
5,4.19,3266,163
5,4.3,98,4
5,4.19,404,15
5,3.86,9522,210
4,3.75,2056,149
3,4.12,4773,217
5,3.74,744569,7247
3,4.01,309,19
5,3.57,175779,6261
5,3.88,75494,1386
5,3.69,23170,587
5,3.69,43028,1472
5,4.2,17966,437
5,3.87,112856,1028
5,4.06,42695,1845
5,4.02,227716,3407
5,3.79,38,5
5,3.74,74161,2159
5,3.96,55988,2434
5,3.73,19366,645
5,3.69,56320,1185
5,3.69,19073,427
5,3.88,25200,1229
4,3.85,63595,1222
5,3.7,54119,1629
5,3.52,78714,3860
5,3.9,66629,1712
5,3.95,47143,2998
5,3.8,19927,812
5,3.34,364,18
5,3.88,294348,9096
5,3.73,87367,2553
3,3.81,68554,1476
5,3.91,1005,95
5,3.54,990,55
5,3.98,4080,501
5,4.36,112196,7546
5,3.49,405,17
5,3.96,3112,210
5,3.9,3140,383
5,4.07,3437,316
4,4.06,1730,143
5,4.07,90,5
5,4.03,3420,280
5,4.06,5773,828
17,4.18,67,9
5,4.23,179,14
5,4.13,1059,35
5,3.86,483,54
5,4.26,56,8
5,3.76,521,77
5,3.77,41,4
5,4.45,11903,183
5,4.24,2695,119
5,4.04,32946,895
5,4.08,760717,17179
5,4.21,2298,91
4,3.95,545,52
5,4.08,56349,3738
5,4.35,371,25
5,3.46,160706,6198
5,4.67,2467,149
5,4.48,959,22
5,4.13,14,3
5,3.88,8,1
5,4.08,3187,381
5,4.07,10,1
4,4.43,1304,32
2,4.05,4359,353
5,4.05,6671,490
5,4.05,276,46
5,4.1,58,6
5,3.99,291,33
5,4.14,30393,449
5,4.01,1729,364
5,3.52,41041,1706
5,3.82,52005,4136
5,3.87,72294,1755
5,3.86,89014,2361
5,3.94,151818,1489
5,3.92,97474,1928
5,3.83,89947,1813
5,3.69,58901,1642
5,3.73,76085,1505
5,3.68,68098,1705
5,3.49,46334,3399
5,4.01,540910,3378
5,4.0,367399,1978
5,3.7,67857,3375
5,3.99,241,9
5,4.32,222140,11121
5,3.99,14409,849
3,3.95,834,42
5,3.84,4787,189
5,3.87,2637,64
5,4.24,76,5
5,3.82,2221,113
5,4.0,59,8
4,3.43,133,16
3,3.51,41,7
5,4.39,1004,130
5,4.08,2841,224
8,4.34,256,16
5,4.25,84123,571
5,4.02,227,54
5,4.02,1039,130
5,4.54,13137,61
4,4.02,178,35
5,4.02,25,6
5,4.08,873,77
5,4.15,131876,8009
4,3.89,461,66
5,3.83,61435,1290
5,3.81,62199,1613
4,4.04,111,8
5,4.18,9910,748
5,4.28,146659,1625
5,4.18,1322,121
5,4.18,215,17
5,4.16,129179,1047
5,4.16,421,53
5,3.95,12989,740
5,3.99,13353,1286
5,3.99,2580,205
5,4.46,3347,245
5,4.1,1192,131
5,3.81,1282,139
5,3.82,411,38
5,3.85,4815,446
5,4.36,590,61
5,3.63,809,93
5,4.27,24181,242
5,4.29,55487,669
5,4.06,1320,61
5,3.99,152,23
3,3.9,10,2
5,4.03,502726,9645
5,4.09,47324,1720
5,3.45,3,1
5,4.0,3,0
4,3.98,256,13
5,4.28,106526,3685
4,4.6,78,7
5,4.27,15700,556
4,4.25,1874,93
5,4.24,13463,320
7,3.4,19,1
3,3.87,3536,375
5,4.11,9017,820
5,3.86,27869,869
5,4.12,1792,43
5,3.98,1510,216
4,3.97,57,2
5,4.09,114,5
4,4.06,556,20
5,4.2,10,1
5,4.23,286,21
5,3.67,19,3
5,3.99,147748,3490
5,4.14,22,4
5,3.32,8,3
5,4.16,970,105
5,4.14,65,9
5,3.39,177,31
4,4.05,2415,397
5,4.32,443,55
5,4.35,27027,466
5,4.31,62,9
5,3.72,127,24
5,4.47,10580,118
5,4.16,2486,99
5,3.94,3568,159
5,3.95,11,0
5,3.95,53,4
5,4.09,40815,908
5,3.8,186,22
5,4.12,2593,252
4,4.22,86,4
5,4.13,7072,453
4,3.93,237,45
5,3.89,2095,188
5,4.08,18793,721
5,4.03,15441,693
5,3.75,50,1
5,4.19,388782,9654
4,3.8,42,5
5,4.26,27,2
5,3.84,2288,96
5,3.22,3,0
5,4.38,20259,460
21,4.38,146,9
5,3.79,102877,2286
5,3.79,553,97
5,3.79,296,34
5,4.25,234954,4058
7,3.96,15174,561
4,3.81,5,1
5,4.15,2980,118
5,4.03,13,0
5,3.5,3169,161
5,4.01,152,26
5,3.73,371,43
5,3.7,110,10
5,3.93,218195,13012
5,4.2,50,1
4,3.31,127,13
4,3.13,37,7
5,3.77,13147,690
4,3.61,461,35
5,3.13,715,104
5,3.25,3078,301
5,3.89,279,33
5,2.0,0,0
5,4.3,163,16
4,4.13,54,2
5,4.38,1588,95
5,4.16,664,103
5,4.05,548,14
4,3.98,644,14
5,3.89,730,20
5,3.86,859,27
4,3.83,1414,82
5,4.0,108060,5168
5,4.0,136,28
5,4.0,122,15
5,4.0,624,136
5,4.5,682,43
5,3.6,146,16
5,4.27,2530894,32871
5,4.27,121,16
5,4.3,169,5
5,4.27,276,43
5,4.27,3213,329
5,3.86,44,10
5,4.46,5149,210
5,4.3,37942,1105
5,4.3,1120,54
5,4.46,1333,68
5,3.57,13022,1013
5,3.67,177,28
5,4.2,175,9
5,3.65,71,8
5,4.19,5019,91
5,4.33,228,44
5,3.79,1,0
5,3.69,824,89
4,3.83,78,9
5,3.69,205,25
5,3.78,710,146
3,4.21,900,126
5,4.14,389,28
26,4.57,75,0
26,4.56,91,2
5,4.3,169,21
5,3.88,11,0
5,4.16,112,7
3,3.2,30,3
5,4.32,3146,99
5,3.67,350,49
4,4.25,1130,110
5,4.2,167,7
5,4.0,6,0
5,4.09,1772,142
5,3.85,662,53
5,4.2,1422,93
5,4.34,268,16
5,4.02,888,60
5,4.02,1104,114
7,4.02,590,29
5,3.91,59709,2819
3,3.91,349,44
5,3.91,74,6
5,4.29,13,0
5,3.83,282045,9004
5,3.9,54558,2937
5,4.28,7551,498
5,4.58,8,0
5,4.16,681,83
5,4.1,137,18
4,3.95,18,2
5,3.98,11163,772
5,4.44,4589,252
5,3.95,2923,214
3,4.21,101,10
5,4.32,29099,900
5,4.29,1269,67
5,4.4,3542,169
5,3.92,601,34
5,4.11,104,5
5,3.85,2155,182
5,3.84,61545,3916
5,3.94,18097,1029
5,3.69,1930,139
5,3.79,3162,183
5,3.79,4931,261
5,3.84,2976,207
5,4.15,2116,164
5,4.28,7210,926
5,4.21,496,51
5,4.29,1803,146
5,4.02,3831,473
4,4.15,167,30
5,3.79,549,42
5,4.19,48,9
5,4.18,848,79
5,4.23,349,18
4,4.4,275,19
5,3.88,1552,144
5,3.88,539,33
5,3.91,79,16
5,4.09,57513,2306
5,4.34,3151,106
4,3.71,688,46
5,3.97,606433,34301
5,4.18,258,23
5,4.19,6274,78
4,3.96,448,21
5,4.29,161582,9026
5,4.13,85143,1284
5,4.04,262,32
5,4.51,2874,76
5,4.22,180,28
5,4.35,193,7
5,4.13,558799,7239
5,4.33,2760,47
4,3.86,12,2
5,4.39,346,43
5,4.43,2143,65
5,4.01,4075,121
5,3.82,380646,22957
5,3.82,1177,163
5,3.82,323,120
5,4.3,118,13
5,4.28,29,3
5,4.58,20,2
5,4.42,10,1
5,4.04,94,12
5,4.16,31,4
5,3.88,1226,120
5,3.81,1614,167
5,3.84,2780,334
4,3.98,37,2
4,4.05,469,30
5,3.6,10637,474
5,3.72,47315,1446
5,4.17,117541,2502
4,4.16,103618,1820
5,4.17,101730,1878
5,3.68,22251,671
5,4.25,722,110
5,3.75,73757,1571
4,3.96,178,22
5,3.73,30,5
5,4.27,242,37
5,3.92,32978,1112
5,4.08,835,113
5,4.18,694,63
5,3.43,69,8
5,3.83,354,37
5,3.7,26,1
5,3.59,895,78
5,4.02,253,15
5,3.86,2152,155
5,3.65,23107,1295
5,3.41,422,47
5,3.68,23630,842
5,3.78,25822,729
5,4.02,193117,2123
4,4.29,476,16
5,4.04,46084,614
5,4.05,57415,920
4,3.78,46,8
5,3.93,38823,625
5,4.16,202,1
4,3.41,10084,598
5,4.16,30,2
5,3.88,4278,178
5,3.89,3721,236
4,4.22,2762,214
5,4.73,144,8
5,3.78,16550,813
5,3.75,2756,142
5,3.98,4889,221
5,3.93,10824,185
5,3.76,2699,90
5,3.84,10047,152
5,4.1,932,24
4,3.91,28001,301
5,3.99,42096,945
5,3.8,123,6
5,3.55,1166,112
5,2.82,23409,877
5,3.41,37514,780
5,3.41,422,48
5,4.3,3510,510
4,4.17,2207,271
5,4.2,1409,168
5,4.13,12509,340
5,3.94,27137,1885
5,3.82,1844,171
5,3.55,330,48
5,2.88,3602,295
4,4.22,52,2
5,4.07,3127,205
5,4.07,86527,2004
5,4.28,9043,424
4,3.73,180,27
5,3.64,803,8
5,4.18,1164,154
5,4.1,45253,1934
5,3.78,13986,525
5,3.68,23558,1092
5,4.14,15116,663
5,3.44,511,65
5,4.08,17327,992
5,4.04,307,23
5,4.01,328542,4733
5,4.09,46753,1672
5,3.89,8170,620
5,4.05,83723,2503
5,3.82,17232,713
5,4.13,159883,7012
5,3.58,67,8
5,4.03,7,0
5,4.25,27674,2030
5,4.07,10633,701
5,4.23,32876,2406
5,3.86,18335,1155
5,3.42,33,4
5,3.85,297,33
5,4.06,23,2
5,4.12,5305,341
5,4.02,6985,957
3,3.38,1748,260
5,3.45,234,77
5,4.01,308,20
5,3.75,34,6
5,4.05,20880,1728
5,3.74,179,4
5,4.08,11676,341
5,4.0,4208,298
5,4.15,125114,2883
5,3.67,11968,387
5,3.7,12152,449
5,4.31,2983,168
5,4.19,108961,2082
5,3.43,35998,2445
5,3.43,6,0
5,3.58,8285,543
5,3.63,30776,1515
5,3.44,7938,490
5,3.41,11116,836
5,3.57,7,1
21,3.28,5,0
4,4.1,5541,498
7,4.1,3,1
5,3.86,89,2
5,3.7,22,2
5,4.27,22,2
5,3.75,4,0
4,4.15,61,11
5,3.7,4171,161
4,4.14,21,1
5,3.95,283199,4997
5,3.95,121,33
21,3.95,11,2
5,4.06,4246,195
5,4.0,549271,11117
4,3.99,1335,59
5,3.88,30,7
4,3.68,1221,66
5,3.13,68363,5816
4,3.95,572,70
5,4.13,2366,231
4,4.3,782,76
5,3.86,1033,171
4,3.71,458,66
5,3.98,153,14
5,3.71,169,29
5,3.88,25,2
5,4.02,9,2
5,3.89,38,3
5,3.94,2167,101
5,3.94,62,6
5,3.94,126,7
5,3.94,14,3
5,4.08,9175,157
5,4.1,9256,196
5,4.08,1070,73
5,3.98,33028,1493
5,4.08,133,23
5,4.02,480,28
4,3.72,317,55
5,4.05,475,37
5,3.74,46,5
5,4.06,386,37
5,4.08,22026,912
8,3.96,11,3
8,3.98,2,2
5,4.07,20290,974
5,3.78,208669,9489
5,3.76,12356,941
5,3.91,8,1
5,3.34,1113,60
5,3.83,304,8
5,3.99,11,4
5,4.08,49,5
5,3.77,3856,119
5,4.11,5480,438
5,4.17,273,21
5,4.33,1552,33
5,3.82,5290,321
5,4.1,9,1
4,4.03,2090,123
4,4.0,2185,137
4,3.6,805,108
5,4.32,235,26
5,4.36,210,14
5,4.25,647271,14249
5,4.25,193,26
5,4.25,9921,586
5,4.32,1022,154
4,4.21,2041,183
5,3.86,112,4
5,3.83,69,11
5,3.72,30,0
5,3.92,1,0
5,4.21,483122,10265
5,4.21,34,5
5,3.87,37,2
5,4.08,363,41
5,3.8,10208,598
5,3.99,15211,411
5,3.93,292,23
5,3.89,1172,70
4,4.09,11330,1011
5,4.1,16264,621
4,3.75,1036,171
5,3.9,96614,3718
5,4.05,1284,169
5,4.26,8024,317
5,4.2,122,11
3,4.07,102,10
5,4.06,613758,19846
5,4.06,1390,187
5,3.76,10537,806
5,4.16,1171,135
5,3.99,4698,202
5,4.22,4180,104
5,3.76,20,5
5,3.75,298,8
5,3.92,37,1
5,4.59,16,2
3,3.33,3,0
5,4.58,38,2
5,4.13,66,7
4,3.68,72,4
5,3.68,36,0
5,4.25,7043,767
5,3.92,166136,4750
5,4.08,9057,312
5,3.99,4200,145
5,3.79,39,2
5,3.93,3441,78
5,4.14,7649,31
5,4.09,577,67
5,4.17,102,5
4,3.71,6230,109
5,4.01,1354,53
5,3.83,10727,203
5,4.05,2357,97
5,4.47,8051,34
5,3.76,13,0
5,4.5,151,16
5,3.92,983,79
5,4.07,155,10
5,4.14,7633,975
5,4.0,15,4
5,4.37,660,92
4,4.23,134,12
5,3.97,24754,859
5,3.33,3,0
5,3.6,0,0
5,4.19,26,2
5,3.77,100,3
4,4.27,3,0
4,3.54,61,10
5,4.09,23318,1704
5,3.46,65998,2497
5,3.46,509,65
5,3.97,299,14
5,4.27,808656,46176
5,3.62,389,37
4,4.01,86,6
4,3.63,39,12
5,3.58,4630,272
5,3.63,3541,274
5,3.93,37996,1631
5,4.17,131662,4267
3,3.68,87,7
8,3.68,6,1
5,4.06,8113,234
5,3.84,74386,1674
5,4.2,10716,1029
5,3.84,717,57
5,4.17,15270,485
5,3.6,5,1
5,4.18,24677,1924
5,4.08,1093,77
4,3.97,9648,587
4,3.98,8009,455
3,3.88,16133,1099
5,3.92,10040,439
5,3.55,36,8
8,3.88,2,1
5,4.21,1332,64
21,4.09,12,1
5,4.35,772,21
4,4.31,2786,77
5,4.17,504,23
4,4.09,1411,32
5,3.77,1929,193
5,3.76,44664,1483
5,3.76,97,2
4,4.19,12034,285
5,4.14,3187,267
5,4.31,5495,295
5,3.93,317,32
5,4.33,2068,63
5,3.8,3378,137
4,3.99,64,8
5,3.61,108179,3536
5,3.61,359,35
5,3.61,27,8
5,3.61,419,46
5,3.94,220,38
5,4.11,75,2
5,4.07,1608,212
5,4.07,376,53
5,3.61,106493,6561
5,4.28,2965,358
5,3.89,787,239
5,3.97,34,5
5,3.61,325,56
5,3.79,205,27
5,3.93,2111750,29677
5,3.86,35,4
5,3.68,2036679,26199
5,4.11,91,10
5,3.72,264,35
5,3.99,5733,606
5,3.5,59354,2540
5,4.06,1004,31
5,3.72,17135,654
5,3.99,960,27
5,3.95,7084,514
5,3.63,42645,717
5,3.89,202043,2850
5,3.59,144636,1546
5,3.67,28367,1096
3,4.16,267,7
21,4.02,451443,3647
5,3.36,21457,576
5,3.48,4828,97
5,3.63,18,1
5,3.97,366,21
4,3.5,231,16
5,4.22,3722,339
5,3.82,546,53
5,3.94,125,6
5,4.26,14962,61
5,3.67,11,5
5,3.9,76944,1636
5,3.9,265,10
5,3.79,181,26
5,3.79,3192,307
5,3.81,663,48
5,4.03,38114,793
5,4.03,2474,126
4,3.76,433,20
5,3.57,194738,3485
5,3.57,258,21
5,3.57,4,1
5,3.35,13,3
5,3.97,933,26
5,3.57,8,0
5,4.03,40049,2391
5,4.08,3472,251
5,4.12,17227,662
5,4.08,274,28
5,4.08,3787,84
5,3.67,3,0
5,3.92,565524,7255
5,4.08,27139,731
5,4.17,8967,351
5,4.13,4344,262
5,4.06,4560,253
5,4.17,289,4
5,4.18,89920,1207
5,4.04,13097,324
5,4.01,5868,162
5,4.35,260054,3532
5,4.2,16917,444
21,4.18,29,4
5,4.42,50844,160
5,3.87,3196,137
5,4.16,1282,102
5,4.08,8,0
14,4.17,63,9
5,4.12,31251,494
5,3.95,1844,220
5,4.15,32544,1610
5,4.22,172,22
5,4.41,547,39
5,3.67,30,3
5,3.89,120758,8711
5,4.01,269,26
5,3.83,1205,100
19,3.89,82,9
5,4.35,68,1
5,4.01,416,11
5,3.5,701,78
4,3.5,1022,165
5,3.5,557,87
4,3.5,106,19
5,3.88,6591,661
5,3.92,1727,173
5,4.11,1021,101
5,4.08,237,22
5,4.0,709,49
5,4.02,368195,3556
5,4.22,11,1
4,4.31,4169,155
5,4.14,4747,148
4,4.18,7809,186
5,4.29,58,8
5,3.69,184,30
5,4.31,4586,119
4,4.17,4839,126
5,4.21,70,7
5,4.23,2722,151
4,4.07,20976,935
5,4.03,22023,395
5,3.92,243,7
5,4.28,5702,65
5,4.22,21620,836
5,4.15,182,37
5,4.09,43,3
4,3.43,8577,756
5,3.9,6234,337
5,3.84,10475,496
5,3.88,9828,1004
3,3.85,5618,514
5,3.9,475,66
5,3.54,2436,268
5,3.39,2707,167
5,3.84,7487,617
5,4.07,190379,6637
4,3.79,18228,427
5,3.58,10268,164
5,3.95,109,19
5,3.9,23534,2199
4,4.13,2288,69
5,4.12,134,11
4,4.07,26237,240
5,4.0,14205,144
5,4.12,88167,2604
5,3.98,8025,261
4,3.92,17597,188
5,3.99,10830,119
4,4.13,2353,43
5,3.95,614,29
5,3.65,202,17
5,4.03,1701,74
5,4.02,207,11
5,3.82,291,21
5,3.98,1,0
5,3.82,87,12
5,4.12,6,0
5,4.67,2,0
5,4.33,3,0
5,4.33,3,0
7,3.77,1,0
5,4.37,57,9
5,4.16,124141,2038
5,3.8,4,1
5,4.11,0,0
5,4.05,3258,478
5,4.39,527,12
4,3.89,17485,1021
5,3.85,31047,3519
5,3.77,17168,997
5,3.68,7941,419
5,3.36,1036,78
5,4.25,625759,13883
4,4.25,69,17
5,3.84,3106,115
5,4.23,85,12
5,4.3,5889,183
5,4.0,2334,109
5,4.34,1606,83
5,4.36,119,10
5,4.33,256,22
5,3.97,8717,477
5,3.95,7305,277
5,4.18,34366,573
4,3.63,1287,104
5,3.63,132,27
5,3.74,1246,69
5,4.3,746,48
5,3.99,108,11
5,3.92,94,10
5,4.13,686,52
5,4.2,4144,98
5,3.84,3926,119
5,4.09,234,18
5,3.98,41,2
4,3.96,346,31
5,4.03,75,12
5,4.24,92,9
5,4.15,1480,39
3,4.12,5628,125
5,4.28,1538,59
5,3.89,91,13
5,4.15,424,25
5,4.18,867,31
5,4.05,4799,88
5,3.99,143,18
5,3.7,35,5
5,4.19,105,12
5,4.07,45778,1286
5,4.19,71853,646
5,4.21,66,7
5,4.03,59,6
5,4.2,2142,72
5,4.14,67427,1048
5,4.14,453,17
5,4.17,324,23
5,3.89,28259,533
5,4.15,3375,91
5,4.19,635,30
4,3.96,192,32
5,4.18,201840,3463
5,3.85,8,2
5,4.51,570,17
5,4.32,34,2
21,3.69,16,4
5,4.02,5,0
5,4.5,4,0
5,3.27,621,82
5,4.08,1896,202
4,3.94,12789,221
3,4.21,55,6
4,4.31,125,22
5,4.12,47,6
5,4.12,333,27
5,3.84,129,7
5,4.01,4245,133
5,3.82,1038,100
5,4.07,692,80
4,4.12,9963,206
5,3.87,4119,252
5,4.0,3062,94
5,3.94,2538,63
5,3.97,4964,124
5,3.98,2400,93
5,4.07,4675,129
5,3.99,3461,133
4,3.82,2215,60
5,4.0,2910,84
5,4.04,3581,113
5,4.05,3758,128
5,3.89,4600,113
5,4.05,3513,143
5,3.9,3490,177
5,3.83,2004,54
5,3.91,2935,154
5,3.73,2053,85
5,3.96,2635,107
5,3.97,2587,89
5,4.04,5043,121
5,4.01,3786,134
4,3.96,96,4
5,4.06,3749,130
5,4.06,3092,132
5,4.1,5108,143
5,3.59,82,2
5,3.79,64,3
5,4.09,32,0
5,4.06,56,4
5,4.15,1371,205
5,3.33,204,30
5,4.25,155,16
4,4.1,541,95
5,3.97,96,13
5,4.32,3659,80
5,3.8,799,31
5,3.77,26,0
5,3.57,1818,89
5,3.88,14109,1591
5,3.79,119937,3139
5,4.01,148,6
5,3.92,18,4
5,4.33,116,11
5,3.55,5768,262
5,4.23,25135,420
4,4.33,55,6
4,4.03,24792,1139
5,4.25,54516,2721
5,4.2,166574,2192
5,4.09,93997,1394
5,4.22,493,95
7,3.6,8790,152
5,4.22,3115,306
5,4.35,294,19
7,4.27,2122,86
5,3.7,621,90
5,3.77,5783,433
4,3.99,1485,94
5,4.21,7326,430
5,4.07,7265,526
5,4.04,17939,947
5,4.04,15,3
5,4.16,8966,454
5,3.59,112,5
5,4.01,4991,271
5,4.16,114,14
3,3.83,2011,84
5,4.15,11981,735
4,3.71,509,25
7,3.83,1,0
5,3.84,68,9
5,3.16,123,12
5,3.69,38506,4719
5,4.03,506,53
5,4.04,24,3
4,4.16,4171,518
5,3.79,24,6
5,3.98,113,4
5,4.0,39,7
5,3.45,4504,491
5,4.14,5097,219
21,3.63,3,1
5,4.31,1253,54
5,4.26,478,30
5,4.14,275,19
4,3.71,5423,293
5,3.99,5366,524
5,3.99,1422,124
8,3.99,65,7
5,3.84,28,2
5,3.82,1008,51
5,3.62,966,39
5,4.16,2116,157
5,3.75,4422,211
5,3.72,2292,69
5,4.02,208,27
7,4.31,366,19
5,3.9,592315,7791
5,3.9,296,20
5,3.79,3280,188
4,3.83,3318,204
5,3.83,5757,321
4,3.59,25,2
5,3.8,3015,167
5,4.09,2330,252
5,4.05,755,94
4,3.95,88,14
5,3.62,24,1
5,2.62,8,2
5,2.92,53,2
5,3.0,10,2
5,3.33,12,1
5,3.28,1,1
5,3.66,461,10
5,4.01,370331,20582
5,3.82,196425,4549
5,4.2,919,44
5,3.95,472,41
5,4.14,45,1
5,3.84,60,4
5,3.64,333,23
5,4.11,191128,4802
5,4.11,135,20
5,4.11,66,7
4,4.51,33,1
5,4.01,7653,90
5,4.07,4296,51
5,4.18,18536,350
5,4.01,41589,4153
5,3.82,4748,597
5,4.16,26461,587
5,4.21,19217,271
5,4.25,24590,525
4,4.12,492,32
5,3.17,139,25
5,3.88,210,18
5,4.06,591,29
5,4.06,31,1
5,3.69,55,7
5,3.55,112,9
5,4.03,1458,175
5,3.72,8410,751
5,3.51,49042,4140
5,3.92,3590,251
5,4.21,11841,1766
5,4.11,94303,4453
5,4.33,79,16
5,3.45,56,11
5,3.99,1278,207
5,3.99,283,37
5,4.05,977,71
5,4.0,4,2
5,3.89,37,5
5,3.29,24,2
5,3.78,354,135
5,3.93,4040,259
5,4.13,6193,355
4,4.3,47,8
5,4.24,819,31
5,3.62,16,1
4,4.39,142,9
5,3.38,51,0
7,4.08,47,3
5,4.08,85,2
5,4.08,171,13
4,4.08,663,52
5,4.08,1089,78
5,3.95,68,6
5,4.38,393,27
5,4.35,524,40
4,3.77,13,0
5,4.01,238,10
5,4.18,64,5
5,4.07,155,14
5,4.06,130,4
5,4.21,1,0
5,3.92,93,8
4,4.0,203,12
5,4.01,78,6
5,3.72,69,13
5,3.53,17,0
5,3.88,73,1
4,4.33,6,1
5,3.74,53,6
5,4.47,15,1
5,3.69,41,2
5,3.5,44,3
5,3.29,13,0
5,3.81,709,29
5,4.06,28769,694
21,4.23,198,18
4,3.81,35784,686
5,3.92,348,45
5,3.78,65441,1233
5,3.95,55525,1223
4,3.77,43077,690
5,3.82,1625,42
5,3.29,780,52
5,4.6,8989,151
5,4.56,12885,208
5,4.23,1021,112
5,4.23,270,49
5,0.0,0,0
5,0.0,0,0
5,3.82,2864,349
5,3.88,3193,236
5,3.91,1935,229
5,3.32,33,4
5,3.55,221,36
5,3.8,481,33
5,3.47,238,35
5,3.63,22547,1371
5,3.69,941,136
5,3.69,340,51
5,3.69,912,128
4,3.69,86,12
5,4.04,35517,1014
5,4.19,911,42
5,4.14,1675,124
5,3.44,1858,153
5,3.64,603675,10079
5,3.66,76205,1867
5,3.76,100796,2382
5,3.78,94917,2089
5,3.79,110706,2070
5,3.64,2214,249
4,3.24,344,59
4,3.89,38,5
5,3.6,49,9
5,4.24,2174,51
5,4.1,519,36
16,3.34,26,0
5,4.42,7983,245
5,3.93,13920,248
5,4.06,110,16
5,4.18,117,3
5,4.35,9284,133
5,4.33,9,1
5,3.82,36853,1725
5,3.9,312,9
5,4.4,1032,162
5,4.27,1967,131
5,4.35,3728,141
5,3.8,3381,116
5,4.3,2221,165
5,4.33,545,44
4,4.21,44,10
5,4.19,407,18
4,4.47,678,78
5,3.8,72,5
5,3.43,26762,2524
21,3.43,98,6
5,4.15,635,21
5,3.68,58,5
4,3.79,95,20
5,4.25,144121,8131
5,4.24,57309,2308
4,3.86,8539,667
5,3.86,14654,1121
5,4.26,6726,1018
5,4.16,32307,1224
5,4.31,133114,4243
5,3.95,65344,1419
5,4.0,11205,431
5,4.24,148074,2471
4,4.2,227,32
5,3.79,14477,868
5,4.04,2685,182
5,4.09,467,32
5,4.4,6946,182
5,4.12,15827,616
5,3.86,1299,128
5,3.83,78434,3464
4,3.25,202,26
5,4.05,63155,2286
5,3.74,18417,542
4,4.03,335,38
8,4.25,59,4
8,3.98,3,0
8,3.74,22,2
5,3.96,40599,1127
4,3.79,7213,139
5,4.22,64096,2316
5,3.88,55850,1990
5,3.72,23527,822
5,3.87,31084,1062
4,3.72,866,52
5,3.77,5135,192
5,3.78,420,40
5,4.36,914,8
5,4.41,5161,184
5,3.72,3405,338
5,4.21,847,60
4,4.09,676,119
4,4.08,806,98
4,4.1,909,135
4,4.13,198,12
5,4.07,308,28
4,4.24,372,45
5,3.73,1370,122
5,4.33,607,48
5,4.03,6389,541
5,4.14,30358,1629
5,3.88,11970,688
5,4.38,274,22
5,4.05,1444,180
5,3.46,577,26
5,3.55,455,31
5,3.6,1316,80
5,3.51,425,28
5,3.69,164,9
5,3.79,971,71
5,3.29,282,17
5,3.59,90,8
5,3.84,797,116
5,3.91,324487,13070
21,3.91,663,46
5,4.24,1953,84
5,4.1,248686,8251
5,3.64,5407,368
4,4.49,1795,60
5,4.07,317,31
5,3.75,127324,4496
5,3.83,8035,640
5,4.2,62,0
5,4.18,5247,491
5,4.26,1832,214
5,3.67,352,37
5,3.67,25059,702
5,4.02,267,32
5,4.09,1570,64
5,4.06,4315,532
5,4.06,308840,14993
5,3.5,8,0
5,3.88,16714,1010
5,3.99,95,11
5,4.27,958,57
4,3.94,4084,205
4,4.03,4701,181
5,3.68,3459,423
5,3.68,53,12
5,4.16,31394,4262
5,3.77,432,90
5,4.14,28103,643
5,3.51,34,3
5,4.35,174,16
5,3.84,28,3
5,3.84,22847,1280
4,3.77,34941,2473
4,3.63,258,46
5,3.85,1718,88
5,3.38,55304,4450
5,3.98,47,1
5,4.0,749,54
5,3.79,9445,476
5,3.93,10414,445
21,3.71,1,0
5,3.54,1718,103
5,3.41,2560,150
5,3.89,2107,238
5,4.09,321,30
5,3.72,4263,227
5,4.15,562,33
5,3.58,597,40
5,3.68,35311,974
5,3.46,18181,669
5,3.58,55900,2543
5,4.24,9982,849
5,4.07,3266,332
5,3.9,29,3
5,3.44,5274,428
5,3.49,102,17
5,4.01,4533,188
5,4.31,406,30
5,3.93,542,65
5,3.46,727,23
5,3.72,996,98
5,3.54,18376,1022
5,3.9,4844,506
5,3.43,7,1
8,3.85,134,5
8,3.98,2,0
8,4.03,1254,63
5,3.55,1398,105
5,3.78,2584,153
5,3.91,83,4
5,3.61,989,82
5,3.78,9941,462
5,3.65,8517,372
5,3.74,12491,267
8,3.6,4,0
8,3.74,37,5
5,3.89,190,8
5,3.96,23344,267
5,3.98,9477,313
8,3.95,1806,27
5,4.02,8257,793
5,4.1,4746,298
5,3.48,140,5
